Serial_Number,List_Year,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Years_until_sold
190006,2019,Litchfield,237 FERN AVE,138960,93100,1.4926,Single Family,Single Family,0
190172,2019,Guilford,55 CHERRY ST,156620,798700,0.1961,Single Family,Single Family,1
190266,2019,Hamden,1698 WHITNEY AVE,156240,150000,1.0416,Single Family,Single Family,1
190186,2019,Enfield,6 RIVERCLIFF LA,160210,350750,0.4568,Single Family,Single Family,1
19448,2019,East Hartford,162 HANDEL RD,81670,150000,0.5445,Single Family,Single Family,1
190278,2019,Madison,8 DEER CREEK DR,303000,448000,0.6763,Condo,Condo,1
190041,2019,East Granby,154 KIMBERLY ROAD,209200,332500,0.6292,Single Family,Single Family,1
190553,2019,Bridgeport,63-67 HARBORVIEW AVE,243370,275000,0.885,Three Family,Three Family,1
190414,2019,Glastonbury,1715 MAIN ST,382800,522500,0.7326,Single Family,Single Family,1
19648,2019,East Hartford,149 LANGFORD LN,181980,288000,0.6319,Single Family,Single Family,1
190105,2019,Madison,81 LEGEND HILL RD,210900,252500,0.8352,Condo,Condo,1
192261,2019,Bridgeport,92 HOWARD AVE,754570,2650000,0.2847,Nan,Nan,1
19000283,2019,Cheshire,13 WORDEN CIRCLE,285940,485000,0.5896,Single Family,Single Family,1
19049,2019,Farmington,8 JOHN STEELE RD,437140,500000,0.8743,Single Family,Single Family,0
190126,2019,Ledyard,47 HARVARD TER,192943,297500,0.6485,Single Family,Single Family,1
190263,2019,Bethel,47 SOUTH CROSSING WAY,228270,639475,0.357,Single Family,Single Family,1
1980,2019,Ashford,63 POMPEY HOLLOW RD,188300,259000,0.727,Single Family,Single Family,1
1922,2019,Ashford,13-2 KENT COURT,40300,57000,0.707,Condo,Condo,1
190209,2019,Ledyard,7 WILLOW LN,108430,100000,1.0843,Single Family,Single Family,1
19175,2019,Colchester,44 BEECHWOOD DR,118800,215900,0.5503,Single Family,Single Family,1
19077,2019,Deep River,78 SCENIC VIEW DR,302260,450000,0.6717,Single Family,Single Family,1
19110,2019,Marlborough,143 HEBRON RD,197900,300000,0.6597,Single Family,Single Family,1
1908,2019,Ashford,168 PUMPKIN HILL RD,99500,155000,0.6419,Single Family,Single Family,0
19000085,2019,Brookfield,3 ROCKY RD,226690,355000,0.6386,Single Family,Single Family,0
19010,2019,Hartland,170 CENTER ST,109270,162810,0.6712,Single Family,Single Family,1
190367,2019,Enfield,6 NOLLY LA,146580,264000,0.5552,Single Family,Single Family,1
190166,2019,Hebron,87 WINDRUSH LN,183150,285000,0.6426,Single Family,Single Family,1
19180,2019,East Hartford,52 HOLLAND LA,136010,203000,0.67,Single Family,Single Family,0
191129,2019,Killingly,2 MT VIEW LANDING,141260,244000,0.5789,Condo,Condo,0
19635,2019,East Hartford,132 CAMBRIDGE ST,80410,134900,0.5961,Single Family,Single Family,1
1900307,2019,East Haven,214 MAPLE ST,125480,220000,0.5704,Single Family,Single Family,1
190118,2019,Enfield,4 NUTMEG VILLAGE B01UD,90870,159500,0.5697,Condo,Condo,0
190513,2019,Fairfield,43 BERKELEY ROAD,294420,452000,0.6514,Single Family,Single Family,1
190062,2019,Danbury,120 TRIANGLE ST #1-3,95800,145000,0.6607,Condo,Condo,0
19013,2019,Canterbury,14 NO SOCIETY RD,108100,188000,0.575,Single Family,Single Family,0
190210,2019,Madison,48 OVERSHORES DR EAST&MAP 24/L,308700,651000,0.4742,Single Family,Single Family,1
19000319,2019,Cheshire,70 CHARTER OAK DR,282570,430000,0.6571,Single Family,Single Family,1
190863,2019,Bridgeport,223 LAUREL AVE,28840,36000,0.8011,Nan,Nan,1
190817,2019,Fairfield,15 NARROW STREET,458780,750000,0.6117,Single Family,Single Family,1
190302,2019,Hamden,111 CHESTNUT LA,332900,448000,0.7431,Single Family,Single Family,1
190043,2019,Cromwell,98 WASHINGTON RD,121540,180000,0.6752,Single Family,Single Family,0
190349,2019,Guilford,77 BROAD ST,401520,780000,0.5148,Single Family,Single Family,1
19000191,2019,Brookfield,49 OBTUSE ROAD NORTH,196360,314000,0.6254,Single Family,Single Family,1
19000021,2019,Brookfield,17 HIDDEN BROOK DR,321750,540000,0.5958,Single Family,Single Family,0
19092,2019,East Haddam,23 THREE BRIDGES RD,247700,420000,0.5898,Single Family,Single Family,1
1900457,2019,East Haven,69 STRONG ST EXT,177250,332000,0.5339,Single Family,Single Family,1
19718,2019,Hartford,187 ADELAIDE ST,48370,174400,0.2774,Single Family,Single Family,1
190818,2019,Greenwich,170 STANWICH ROAD,2759820,3950000,0.6987,Single Family,Single Family,1
190160,2019,Ledyard,15 AUGUST MEADOWS,339080,436000,0.7777,Single Family,Single Family,1
19081,2019,Haddam,51 BARTMAN RD,229830,385000,0.597,Single Family,Single Family,1
190126,2019,Bristol,24 BUCKLEY AVE,147980,230000,0.6434,Single Family,Single Family,0
19143,2019,Durham,44 CLEMENTEL DRIVE,155610,188000,0.8277,Single Family,Single Family,1
1900322,2019,East Hampton,85 NORTH MAIN ST UNIT 71,85140,143800,0.5921,Condo,Condo,1
190470,2019,Bristol,36 WILLIST ST UN 7B,76790,139000,0.5524,Condo,Condo,1
190322,2019,Bristol,49 SIGOURNEY ST,103740,165000,0.6287,Single Family,Single Family,1
190786,2019,Danbury,7 PADANARAM RD E104,70100,100000,0.701,Condo,Condo,1
19516,2019,East Hartford,24 PEZZENTE LN,134150,239900,0.5592,Single Family,Single Family,1
190118,2019,Avon,53 HELENA ROAD,237410,197000,1.2051,Single Family,Single Family,1
190257,2019,Bethel,13 GLENWOOD DRIVE,149310,260000,0.5743,Single Family,Single Family,1
190179,2019,Ellington,23 STRAWBERRY RD,149540,255000,0.5864,Single Family,Single Family,1
190188,2019,Hebron,91 RIDGE RD,178820,335000,0.5338,Single Family,Single Family,1
190602,2019,Manchester,15 LAKE STREET,152300,200000,0.7615,Single Family,Single Family,1
191121,2019,Bristol,1363 STAFFORD AVE,107630,179900,0.5983,Single Family,Single Family,1
1900020,2019,Stamford,132 WOODSIDE GREEN #1B,186470,227000,0.8215,Condo,Condo,0
190786,2019,Manchester,41 PIONEER CIRCLE,73500,145000,0.5069,Single Family,Single Family,1
19454,2019,Hartford,1 GOLD ST #013E,60970,207500,0.2938,Condo,Condo,1
19034,2019,East Hartford,143 WALNUT STREET,96470,183000,0.5272,Single Family,Single Family,0
19426,2019,Farmington,10 RED COAT LA,190990,290000,0.6586,Single Family,Single Family,1
190068,2019,Manchester,32 5D THOMPSON ROAD,44600,60000,0.7433,Condo,Condo,0
190213,2019,Glastonbury,322 CARRIAGE DR,241000,350000,0.6886,Single Family,Single Family,1
190093,2019,Goshen,155 EAST HYERDALE DRIVE,235550,580000,0.4061,Single Family,Single Family,1
190784,2019,Bristol,47 PEACH TREE LANE,183610,309900,0.5925,Single Family,Single Family,1
190431,2019,Bridgeport,3300 PARK AVE UNIT #33,115800,300000,0.386,Condo,Condo,0
190899,2019,Hamden,53 MORSE ST,254870,195000,1.307,Single Family,Single Family,1
190396,2019,Bridgeport,240 GARFIELD AVE,120940,288000,0.4199,Two Family,Two Family,0
190454,2019,Groton,1290 NORTH RD LOT 23,9660,16000,0.6038,Single Family,Single Family,1
190013,2019,Berlin,119 GRANDVIEW AVENUE,158300,257500,0.6148,Single Family,Single Family,0
19725,2019,East Hartford,47 BRANCH DR,82930,176000,0.4712,Single Family,Single Family,1
19122,2019,Hartford,11 GREENWICH ST,32970,60000,0.5495,Single Family,Single Family,0
190135,2019,Fairfield,35 BONNEY TERRACE,362250,410000,0.8835,Single Family,Single Family,0
190888,2019,Hamden,22 DANTE PL,119840,255000,0.47,Single Family,Single Family,1
190152,2019,Canton,19 GARRETT ROAD,443050,635000,0.6977,Single Family,Single Family,1
1904,2019,Ashford,30-8 POMPEY RD,38700,57000,0.6789,Condo,Condo,0
190029,2019,Kent,80 NORTH MAIN ST B1A1,112700,210000,0.5367,Condo,Condo,1
190513,2019,Danbury,18 LAKE AV,320800,580000,0.5531,Three Family,Three Family,1
190013,2019,Kent,92 MULLER RD,249100,450000,0.5536,Single Family,Single Family,0
190313,2019,Avon,76 LOFGREN ROAD,406360,575000,0.7067,Single Family,Single Family,1
19016,2019,Colebrook,124 PINNEY STREET,254200,216000,1.1769,Single Family,Single Family,1
190244,2019,Clinton,10 HUNTERS PATH,150200,293000,0.5126,Single Family,Single Family,1
190450,2019,Manchester,69 COUGHLIN ROAD,222100,355000,0.6256,Single Family,Single Family,1
190326,2019,Killingly,1040 HARTFORD PIKE,195580,315000,0.6209,Single Family,Single Family,1
19534,2019,Hartford,249 COLLINS ST,46305,117000,0.3958,Single Family,Single Family,1
19354,2019,Colchester,8 PHOENIX RD,11500,35000,0.3286,Single Family,Single Family,1
19000101,2019,Cheshire,635 MAPLE AVE,185340,180000,1.0297,Single Family,Single Family,0
190073,2019,Bethany,53 VIRGINIA RAIL RD,300920,425000,0.708,Single Family,Single Family,1
190714,2019,Fairfield,729 BURROUGHS ROAD,350000,688000,0.5087,Single Family,Single Family,1
190314,2019,Glastonbury,49 WOODHAVEN RD,183600,342188,0.5365,Single Family,Single Family,1
190313,2019,Hamden,14 RUSSELL ST,128520,125000,1.0282,Single Family,Single Family,1
190444,2019,Enfield,GEORGETOWN DR BGU07,48100,80000,0.6013,Condo,Condo,1
190628,2019,Glastonbury,45 WOODBRIDGE RD,162900,280000,0.5818,Single Family,Single Family,1
190080,2019,Ellington,1 ABBOTT RD #82,81680,122400,0.6673,Condo,Condo,1
19073,2019,Durham,289 HADDAM QUARTER ROAD,190400,305000,0.6243,Single Family,Single Family,1
190017,2019,Chester,31 WINTHROP RD,156190,285000,0.548,Single Family,Single Family,0
190031,2019,East Lyme,45 HOPE ST  #2,323610,439900,0.7356,Condo,Condo,0
190952,2019,Fairfield,251 SHOREHAM VILLAGE DRIVE,347690,524500,0.6629,Single Family,Single Family,1
19003,2019,Canaan,15 COBBLE RD + 0 COBBLE RD,728900,560000,1.3016,Single Family,Single Family,0
190013,2019,Fairfield,680 DUCK FARM ROAD,331730,600000,0.5529,Single Family,Single Family,0
190032,2019,Cornwall,VALLEY RD,82100,58000,1.4155,Nan,Nan,1
190937,2019,Danbury,15 BELAIR DR,180600,350000,0.516,Single Family,Single Family,1
190038,2019,Plainville,12 GREAT PLAIN DR,247100,380000,0.6503,Condo,Condo,0
190016,2019,Bridgeport,342-344 CARROLL AVE,107500,80500,1.3354,Two Family,Two Family,0
190254,2019,Greenwich,7 STANWICH RD,1130150,1550000,0.7291,Single Family,Single Family,1
19084,2019,Farmington,1-D TALCOTT GLEN RD,130730,208000,0.6285,Condo,Condo,0
190245,2019,East Lyme,16 SALTAIRE AVE,222740,260000,0.8567,Single Family,Single Family,1
190144,2019,Essex,85 RIVER RD UNIT J-8,128900,229900,0.5607,Condo,Condo,1
190028,2019,Groton,918 EASTERN PT RD,62650,100000,0.6265,Nan,Nan,0
190306,2019,Bridgeport,229 HORACE ST #231,101310,265000,0.3823,Two Family,Two Family,0
19064,2019,Lebanon,521 TOBACCO ST,191270,255000,0.7501,Single Family,Single Family,1
190625,2019,Hamden,596 NEW RD,132160,150000,0.8811,Single Family,Single Family,1
19000220,2019,Cheshire,295 SORGHUM MILL DR,249010,355000,0.7014,Single Family,Single Family,1
19940,2019,Hartford,41 GILMAN ST,38605,113000,0.3416,Single Family,Single Family,1
1900544,2019,East Haven,140 THOMPSON ST #18D,71400,126000,0.5667,Condo,Condo,1
190044,2019,Beacon Falls,143 BEACON VALLEY ROAD,169800,145000,1.171,Two Family,Two Family,0
19538,2019,Farmington,9550 OLD MOUNTAIN RD,144070,177000,0.814,Nan,Nan,1
190359,2019,Enfield,27 RYEFIELD DR,190190,288000,0.6604,Single Family,Single Family,1
190219,2019,Cromwell,10 BAYBERRY COURT,86380,148500,0.5817,Condo,Condo,1
19047,2019,Franklin,34 PLAINS RD,115840,201000,0.5763,Single Family,Single Family,1
190363,2019,Hamden,398 PINE ROCK AVE,92890,115000,0.8077,Single Family,Single Family,1
190110,2019,Glastonbury,56 WATER ST,131500,109000,1.2064,Single Family,Single Family,0
190078,2019,Groton,4 EAST SHORE AVE,441070,634500,0.6951,Single Family,Single Family,0
190510,2019,Glastonbury,15 WILLOW GREEN WAY,169000,275000,0.6145,Condo,Condo,1
190206,2019,Hamden,2390 STATE ST U2C,82600,105000,0.7867,Condo,Condo,0
19343,2019,East Hartford,383 PROSPECT ST,139880,163000,0.8582,Single Family,Single Family,1
190208,2019,Killingly,328 HARTFORD PIKE,176680,190000,0.9299,Nan,Nan,1
19276,2019,Darien,8 WOODLAND DRIVE,825930,1450000,0.5696,Single Family,Single Family,1
190095,2019,Danbury,1 GREENFIELD AV,187300,315000,0.5946,Single Family,Single Family,0
19614,2019,Hartford,216 VINE ST,61810,161500,0.3827,Two Family,Two Family,1
190203,2019,Canton,50 EAST HILL ROAD UNIT 2E,78930,120000,0.6578,Condo,Condo,1
192184,2019,Bridgeport,409 LAKESIDE DR,133900,279900,0.4784,Single Family,Single Family,1
19361,2019,East Hartford,817 BURNHAM ST,108680,199900,0.5437,Single Family,Single Family,1
190302,2019,Manchester,175-F5 HOMESTEAD STREET,37700,54900,0.6867,Condo,Condo,1
190082,2019,Harwinton,47 WILSON POND RD,212610,335000,0.6347,Single Family,Single Family,1
190962,2019,Fairfield,76 PAUL PLACE,631890,1100000,0.5744,Single Family,Single Family,1
190733,2019,Killingly,281 NO SHORE RD,109620,210000,0.522,Single Family,Single Family,1
190889,2019,Fairfield,54 SASCO HILL ROAD,666300,425000,1.5678,Nan,Nan,1
190051,2019,Glastonbury,1023 MOTT HILL RD,265500,360000,0.7375,Single Family,Single Family,0
190439,2019,Guilford,2 MOHAWK TR,48180,87500,0.5506,Condo,Condo,1
190011,2019,Easton,33 BEERS ROAD,259930,415000,0.6263,Single Family,Single Family,0
190602,2019,Killingly,139 FURNACE ST,64190,115000,0.5582,Single Family,Single Family,1
190218,2019,Avon,1 CENTERBROOK COURT,196160,262500,0.7473,Condo,Condo,1
190143,2019,Greenwich,20 CHURCH ST A64,462280,790000,0.5852,Condo,Condo,0
1900566,2019,East Haven,10 FIRST AVE,151830,425000,0.3572,Single Family,Single Family,1
190043,2019,Danbury,9 CAMBRIDGE DR,237700,375000,0.6339,Condo,Condo,0
19000275,2019,Cheshire,425 JINNY HILL RD,274880,366000,0.751,Single Family,Single Family,1
190129,2019,Hamden,254 CENTERBROOK RD,1919260,75000,25.5901,Nan,Nan,0
190354,2019,Danbury,38 TANGLEWOOD DR,471900,640000,0.7373,Single Family,Single Family,1
1900199,2019,East Hampton,20 BIRCHWOOD RD,170250,275000,0.6191,Single Family,Single Family,1
1900257,2019,East Hampton,12 CLARK HILL RD,75230,45000,1.6718,Single Family,Single Family,1
190154,2019,East Lyme,67 SPRING GLEN RD,7490,16250,0.4609,Nan,Nan,1
19020,2019,Columbia,93 ERDONI ROAD,171200,210000,0.8152,Single Family,Single Family,0
19558,2019,Hartford,16 HANMER ST,51870,157000,0.3304,Single Family,Single Family,1
191121,2019,Fairfield,541 MOREHOUSE HIGHWAY,737170,1075000,0.6857,Single Family,Single Family,1
190578,2019,Bristol,820 MATTHEWS ST UNIT 24,70280,109000,0.6448,Condo,Condo,1
190061,2019,Ansonia,217 WAKELEE AVE,151700,260000,0.5835,Single Family,Single Family,0
190732,2019,Enfield,35 ELM MEADOWS,132130,188000,0.7028,Condo,Condo,1
191002,2019,Killingly,128 SNAKE MEADOW RD,135030,176000,0.7672,Single Family,Single Family,0
190160,2019,Manchester,40 MASTERS WAY,304700,395000,0.7714,Single Family,Single Family,0
192063,2019,Bridgeport,333 VINCELLETTE ST #13,76450,180000,0.4247,Condo,Condo,1
190952,2019,Hamden,75 WASHINGTON AVE 6-106,87500,146000,0.5993,Condo,Condo,1
190783,2019,Bridgeport,220 SUNRISE TER,121930,176000,0.6928,Single Family,Single Family,1
191109,2019,Fairfield,188 RANGE ROAD,732550,1200000,0.6105,Single Family,Single Family,1
1900267,2019,East Hampton,14 CLARK HILL RD,175580,290000,0.6054,Single Family,Single Family,1
19139,2019,Lebanon,LAKE WILLIAMS DR (239-34),22860,20000,1.143,Nan,Nan,1
190558,2019,Fairfield,31 OLD SPRING ROAD,231770,487500,0.4754,Single Family,Single Family,1
19345,2019,East Hartford,25 CREE RD,17680,36000,0.4911,Single Family,Single Family,1
190056,2019,Bridgeport,341 PASADENA PLACE,107790,140966,0.7647,Single Family,Single Family,0
190562,2019,Glastonbury,15 ADENAS WALK,0,419900,0,Condo,Condo,1
19535,2019,Farmington,10 NUTMEG LANE,228920,349900,0.6542,Single Family,Single Family,1
19195,2019,East Haddam,163 SMITH RD,157180,247050,0.6362,Single Family,Single Family,1
190925,2019,Fairfield,851 OLDFIELD ROAD,326340,780000,0.4184,Condo,Condo,1
19000212,2019,Cheshire,484 RADMERE RD UB,90680,125000,0.7254,Condo,Condo,1
190712,2019,Bridgeport,111 VALLEY CIRCLE,133250,218000,0.6112,Single Family,Single Family,1
1900382,2019,East Haven,115 ALLISON WAY,116620,217000,0.5374,Condo,Condo,1
190031,2019,Bethel,15 PENNY LANE,298060,479900,0.6211,Condo,Condo,0
190686,2019,Griswold,13 QUINEBAUG CAMP RD,128100,225000,0.5693,Single Family,Single Family,1
190212,2019,Hamden,81 WORTH AVE,2577190,95000,27.1283,Nan,Nan,0
190106,2019,Hebron,9 HILLS LANE,279650,425000,0.658,Single Family,Single Family,1
190386,2019,Hamden,46 HUMISTON AVE,170100,200000,0.8505,Single Family,Single Family,1
191212,2019,Fairfield,1160 MERRITTT STREET,293650,495000,0.5932,Single Family,Single Family,1
190139,2019,Ledyard,136 LAMBTOWN RD,202720,303000,0.669,Single Family,Single Family,1
190776,2019,Danbury,16 SILCAM DR,199200,323000,0.6167,Single Family,Single Family,1
190037,2019,Canaan,39 ROUTE 7 SOUTH,136800,122500,1.1167,Single Family,Single Family,1
19035,2019,Marlborough,33 WILLIAMSBURG RD,245000,374900,0.6535,Single Family,Single Family,1
1900339,2019,East Haven,33 HILDA ST,108570,193064,0.5624,Single Family,Single Family,1
190131,2019,Glastonbury,W/5AA MOTT HILL RD,12700,75000,0.1693,Nan,Nan,0
190008,2019,Kent,3 SEGAR MOUNTAIN RD,149700,113245,1.3219,Nan,Nan,0
190070,2019,Groton,1 ST PAUL CT,73570,84000,0.8758,Single Family,Single Family,0
190936,2019,Killingly,206 BROOKES LANDING,114380,200000,0.5719,Condo,Condo,1
190946,2019,Hamden,50 HUNTERS WAY,508760,725000,0.7017,Single Family,Single Family,1
190054,2019,Brooklyn,371 CHURCH ST,433900,675000,0.6428,Nan,Nan,1
190023,2019,Bozrah,14 SOUTH RD,139260,247000,0.5638,Single Family,Single Family,1
190307,2019,Madison,113 SPORTSMANS HILL RD,185700,128250,1.448,Single Family,Single Family,1
19000087,2019,Granby,15 FERN HOLLOW DR,120470,190000,0.6341,Single Family,Single Family,1
19041,2019,Durham,174 MAIN STREET,58310,25000,2.3324,Single Family,Single Family,1
190886,2019,Bristol,130 EMILY LN,114170,198000,0.5766,Single Family,Single Family,1
190001,2019,Bolton,31 TUMBLEBROOK DR,295800,450000,0.6573,Single Family,Single Family,0
190691,2019,Enfield,5 RENEE LA,137520,246000,0.559,Single Family,Single Family,1
19000428,2019,Cheshire,482 OAK AVE U57,55930,112000,0.4994,Condo,Condo,1
190067,2019,Groton,64 MARINERS LN,259000,380000,0.6816,Single Family,Single Family,0
190063,2019,Ellington,4 ANDREW DR,209330,249900,0.8377,Single Family,Single Family,0
190564,2019,Groton,59 LEAFWOOD LN S272,72730,130000,0.5595,Condo,Condo,1
190695,2019,Greenwich,73 WEAVER ST 6,735700,1100000,0.6688,Condo,Condo,1
190442,2019,Danbury,191 BRENTWOOD CI,18200,485743,0.0375,Condo,Condo,1
190933,2019,Greenwich,72 ROCKWOOD LANE,1390550,1947500,0.714,Single Family,Single Family,1
19050,2019,Andover,22 WOOD FERN WAY,233500,400000,0.5838,Single Family,Single Family,1
1900308,2019,East Hampton,15B WEST HIGH ST,139380,190000,0.7336,Single Family,Single Family,1
190909,2019,Greenwich,19 TAYLOR DRIVE,643510,1300000,0.495,Single Family,Single Family,1
190066,2019,Groton,12 ASHBY ST,186970,260000,0.7191,Single Family,Single Family,0
19216,2019,Darien,6 LIGHTHOUSE WAY,2320920,2875000,0.8073,Single Family,Single Family,1
190307,2019,Bridgeport,60 YALEST,122830,230000,0.534,Three Family,Three Family,0
190212,2019,Ledyard,70 MEETINGHOUSE LN,118650,199000,0.5962,Single Family,Single Family,1
1900258,2019,Ansonia,5 HIGH ACRES RD,166300,310000,0.5365,Single Family,Single Family,1
190142,2019,Bethel,ROCKWELL ROAD,89110,90000,0.9901,Nan,Nan,1
191963,2019,Bridgeport,35 COURT C UNIT #B74,16797235,57340,292.941,Nan,Nan,1
191962,2019,Bridgeport,495 PEET ST,110760,205000,0.5403,Single Family,Single Family,1
190098,2019,Cromwell,11 BLACK HAW DRIVE,230370,400000,0.5759,Single Family,Single Family,1
19626,2019,East Hartford,235 EAST RIVER DR,174450,260000,0.671,Condo,Condo,1
190838,2019,Killingly,50 BROOKSIDE DR,164850,290000,0.5684,Single Family,Single Family,1
190036,2019,Hebron,20 GILBERT LANE,123420,336280,0.367,Condo,Condo,0
190097,2019,Ledyard,40 OVERLOOK RD,145670,259900,0.5605,Single Family,Single Family,1
190263,2019,Hamden,119 FILBERT ST,188860,245000,0.7709,Single Family,Single Family,1
190020,2019,Bridgewater,350 OLD TURNPIKE RD EAST,516700,842500,0.6133,Single Family,Single Family,1
190539,2019,Bridgeport,254 & 264 SCOFIELD AVE,117650,248000,0.4744,Nan,Nan,1
190205,2019,Hamden,465 NEWHALL ST,76790,185000,0.4151,Single Family,Single Family,0
190076,2019,Guilford,335 OLD WHITFIELD ST,139340,219900,0.6337,Single Family,Single Family,0
190073,2019,Essex,5 PARKER TERR,211700,510000,0.4151,Single Family,Single Family,1
191002,2019,Bridgeport,732 CAPITOL AVE,93690,189000,0.4957,Single Family,Single Family,1
190879,2019,Danbury,122 KING ST,368900,585000,0.6306,Three Family,Three Family,1
190062,2019,Enfield,265 HAZARD AVE,86800,196000,0.4429,Nan,Nan,0
190088,2019,Manchester,102-37 WETHERELL STREET,87800,140000,0.6271,Condo,Condo,0
190164,2019,Greenwich,18 DEARFIELD LANE,753900,1221000,0.6174,Single Family,Single Family,0
190470,2019,Danbury,6 LOUIS ALLAN DR,344200,490000,0.7024,Single Family,Single Family,1
19108,2019,Durham,HIGGANUM ROAD,9100,9500,0.9579,Nan,Nan,1
190828,2019,Killingly,68 MOCKINGBIRD DR,159040,274900,0.5785,Condo,Condo,1
190057,2019,Beacon Falls,23 JOHNSON STREET,94640,95822,0.9877,Single Family,Single Family,1
190183,2019,Avon,2 STRATHMORE LANE,148000,214000,0.6916,Condo,Condo,1
190240,2019,Clinton,84A WATERSIDE LN,199500,350000,0.57,Condo,Condo,1
190323,2019,Greenwich,60 LOCKWOOD LANE,1058540,1470000,0.7201,Single Family,Single Family,1
190046,2019,Easton,62 KNAPP STREET,272180,363500,0.7488,Single Family,Single Family,1
190119,2019,Danbury,32 CROWS NEST LA #19,169100,271000,0.624,Condo,Condo,0
190056,2019,Essex,90 MAIN ST UNIT 207,48200,142300,0.3387,Nan,Nan,1
190170,2019,Groton,18 SENKOW DR,167580,228500,0.7334,Single Family,Single Family,0
190424,2019,Madison,10 TUXIS RD,408600,630100,0.6485,Single Family,Single Family,1
19258,2019,Hartford,68 JUDSON ST,19250,20000,0.9625,Two Family,Two Family,0
190805,2019,Manchester,52 KEENEY STREET,145200,278000,0.5223,Single Family,Single Family,1
190116,2019,East Windsor,109 WELLS RD,154900,250000,0.6196,Single Family,Single Family,1
190206,2019,Madison,25 SHEPHERDS TR,537500,561000,0.9581,Single Family,Single Family,1
190757,2019,Fairfield,1316 CROSS HIGHWAY,720230,887000,0.812,Single Family,Single Family,1
190106,2019,Madison,32 HIGHLAND TER,445300,635000,0.7013,Single Family,Single Family,1
19294,2019,Darien,111 TOKENEKE ROAD,867720,1192000,0.728,Single Family,Single Family,1
190185,2019,Glastonbury,1825 MAIN ST,210300,1073688,0.1959,Single Family,Single Family,1
190830,2019,Killingly,630 PUTNAM PIKE,138670,83500,1.6607,Single Family,Single Family,1
190234,2019,Madison,32 WHITE BIRCH RD,320400,565000,0.5671,Single Family,Single Family,1
19481,2019,Hartford,85 OAKLAND TER,51345,115000,0.4465,Three Family,Three Family,1
19059,2019,East Haddam,24 FOREST WAY,147500,309900,0.476,Single Family,Single Family,1
190872,2019,Bridgeport,45 COLUMBIA ST,115200,180000,0.64,Three Family,Three Family,1
19035,2019,Franklin,NEW PARK AVE,47420,38700,1.2253,Nan,Nan,1
190479,2019,Enfield,3 CARRIAGE DR,107780,165000,0.6532,Single Family,Single Family,1
190093,2019,Essex,72 WALNUT ST,171700,316000,0.5434,Single Family,Single Family,1
19000190,2019,Brookfield,86 OBTUSE ROAD SOUTH,337270,484500,0.6961,Single Family,Single Family,1
190172,2019,Bristol,281 CAMERON DR,171500,173000,0.9913,Single Family,Single Family,0
190042,2019,East Granby,146 TURKEY HILLS ROAD,176400,130000,1.3569,Single Family,Single Family,1
191108,2019,Fairfield,2218 FAIRFIELD BEACH ROAD,513800,1200000,0.4282,Single Family,Single Family,1
190693,2019,Danbury,16 CHAPPELLE ST,158700,225000,0.7053,Two Family,Two Family,1
1900456,2019,East Haven,102 HELLSTROM RD,150080,140000,1.072,Single Family,Single Family,1
190651,2019,Manchester,214 VALLEY VIEW ROAD,154500,285100,0.5419,Single Family,Single Family,1
19112,2019,Marlborough,10 SACHEM DR,142100,206000,0.6898,Condo,Condo,1
190309,2019,Madison,20 WALNUT HILL RD,266200,350000,0.7606,Single Family,Single Family,1
191225,2019,Killingly,20 KENNETH DR,148750,217000,0.6855,Single Family,Single Family,0
19746,2019,Hartford,29 EAST RAYMOND ST,50015,200000,0.2501,Three Family,Three Family,1
190075,2019,Beacon Falls,MILLER ROAD,125260,66000,1.8979,Nan,Nan,1
19215,2019,East Hartford,40 HILLSIDE ST C20 & GAR 9,57220,70000,0.8174,Condo,Condo,1
190607,2019,Enfield,19 ANN ST,151740,245000,0.6193,Single Family,Single Family,1
190056,2019,Bethany,200 RUSSELL DR,323020,560000,0.5768,Single Family,Single Family,1
19022,2019,Andover,327 HEBRON RD,184300,257000,0.7171,Single Family,Single Family,1
190131,2019,Killingworth,253 CHESTNUT HILL ROAD,215120,360000,0.5976,Single Family,Single Family,1
190010,2019,Fairfield,12 BROOKDALE ROAD,256480,360000,0.7124,Single Family,Single Family,0
190542,2019,Groton,9 FLANDERS RD,247870,435000,0.5698,Single Family,Single Family,1
19017,2019,Marlborough,181 PAPERMILL RD,242060,365000,0.6632,Single Family,Single Family,0
190021,2019,Cromwell,269 MAIN ST,472570,690000,0.6849,Nan,Nan,0
190123,2019,Bethel,6 VALLEY COURT,338800,486000,0.6971,Single Family,Single Family,1
19502,2019,East Hartford,352-354 PARK AVE,113040,249900,0.4523,Two Family,Two Family,1
192288,2019,Bridgeport,131 DEWEY ST,75620,131000,0.5773,Single Family,Single Family,1
19022,2019,Chaplin,122 FEDERAL RD,140700,223000,0.6309,Single Family,Single Family,1
190277,2019,Avon,64 PRINCETON DRIVE,159860,325000,0.4919,Nan,Nan,1
19000073,2019,Granby,17 CRANBERRY LN,177170,250000,0.7087,Single Family,Single Family,1
192299,2019,Bridgeport,20-L JANET CIRCLE,84830,159000,0.5335,Condo,Condo,1
191019,2019,Bristol,188 MAPLE AVE,172410,297000,0.5805,Single Family,Single Family,1
190008,2019,Killingworth,472 ROUTE 81,173120,315000,0.5496,Single Family,Single Family,0
