Serial_Number,List_Year,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Years_until_sold
180348,2018,Fairfield,202 KINGS HIGHWAY #2-4,94570,152000,0.6221,Condo,Condo,1
18001,2018,Andover,8 LAKE RD,176100,264000,0.667045455,Single Family,Single Family,0
181586,2018,Bridgeport,75-77 CONCORD ST,165600,251000,0.659760956,Three Family,Three Family,1
180112,2018,Ansonia,111 HODGE AVE,146700,42500,3.4517,Three Family,Three Family,1
180299,2018,Greenwich,79 PECKSLAND RD,3833550,3200000,1.1979,Single Family,Single Family,1
180190,2018,Ledyard,7 COUNTRY CLUB DR,114310,211000,0.5417,Single Family,Single Family,1
180241,2018,Enfield,8 ASTRA ST,132260,217000,0.6094,Single Family,Single Family,1
180104,2018,Easton,195 ADAMS ROAD,218930,230000,0.951869565,Single Family,Single Family,1
180049,2018,Middletown,4 AVON CT,115180,183900,0.6263,Single Family,Single Family,0
180098,2018,Danbury,1 PUTNAM LANE,18200,489541,0.0371,Condo,Condo,0
18093,2018,Mansfield,90 MANSFIELD CITY RD,117500,89900,1.307007786,Single Family,Single Family,1
180526,2018,Manchester,119 WOODLAND STREET,112400,130000,0.864615385,Single Family,Single Family,1
18176,2018,East Hampton,9 JULIA TERRACE,167570,243500,0.6881,Single Family,Single Family,1
181001,2018,Bridgeport,333 VINCELLETTE ST UNIT #38,67980,135000,0.5035,Condo,Condo,1
180609,2018,Bristol,57-59 DIVINITY ST,120400,132600,0.907993967,Two Family,Two Family,1
180197,2018,Bethel,51 APOLLO ROAD,282800,265650,1.06455863,Single Family,Single Family,1
18000204,2018,Brookfield,8 OLD WOODS RD,308900,525000,0.5883,Single Family,Single Family,1
180373,2018,Danbury,4 BENHAM ST,118000,340000,0.347,Nan,Nan,1
180087,2018,Bloomfield,29 COTTAGE GROVE CIR,102410,169900,0.6027,Single Family,Single Family,1
180371,2018,Griswold,134 PRESTON ROAD,152180,950000,0.160189474,Nan,Nan,0
180661,2018,Bridgeport,325 LAFAYETTE ST UNIT 4308,32500,75000,0.4333,Condo,Condo,1
180543,2018,Bristol,7 PARDEE ST UN4,47950,70000,0.685,Condo,Condo,1
18044,2018,Derby,3 THIRTY FOUR WEST CONDOS,120330,162000,0.7427,Condo,Condo,0
180439,2018,Bridgeport,295 REMINGTON ST,51820,32200,1.6093,Single Family,Single Family,0
180285,2018,Enfield,434 HAZARD AVE,120750,141850,0.8512,Single Family,Single Family,1
180821,2018,Manchester,52-14 OAK STREET,57100,51000,1.119607843,Condo,Condo,1
180487,2018,Bridgeport,477 NORMAN ST,104730,90000,1.163666667,Two Family,Two Family,0
180422,2018,Berlin,"170 STONY MILL LANE, EAST BERL",139400,216000,0.6453,Condo,Condo,1
180261,2018,Guilford,288 WHITE BIRCH DR,310320,485000,0.6398,Single Family,Single Family,1
181187,2018,Bridgeport,237 BREWSTER ST,269700,350000,0.7705,Two Family,Two Family,1
18132,2018,East Hartford,41 BURKE ST.,92370,160000,0.5773,Single Family,Single Family,0
180300,2018,Branford,10 WHITEWOOD DR,278800,321500,0.86718507,Single Family,Single Family,1
180279,2018,Cromwell,31 RAYMOND PLACE,130340,195000,0.6684,Single Family,Single Family,1
180012,2018,Bozrah,35 SCHWARTZ RD,104830,169000,0.6202,Single Family,Single Family,1
180762,2018,Fairfield,1115 BANKS NORTH ROAD,961170,1200000,0.8009,Single Family,Single Family,1
180985,2018,Middletown,1231 WASAHINGTON ST #2,66180,120000,0.5515,Condo,Condo,1
180662,2018,Bridgeport,753 CANAAN RD,3099050,29900,103.6471572,Nan,Nan,1
18118,2018,East Hartford,261 BURNSIDE AVE.,19040,15000,1.2693,Nan,Nan,0
180331,2018,Groton,73 STEAMBOAT WHARF,1104530,2723270,0.4055,Nan,Nan,1
180528,2018,Bridgeport,405 CHAMBERLAIN AVE,81830,173000,0.473,Single Family,Single Family,0
180257,2018,Bridgeport,169 SHERIDAN ST,12520,21000,0.5961,Nan,Nan,0
182049,2018,New Fairfield,154 BALL POND RD,256700,412000,0.623,Single Family,Single Family,1
180169,2018,Bloomfield,1085 BLUE HILLS AVE,29400,49000,0.6,Condo,Condo,1
180079,2018,Berlin,266 SAVAGE HILL ROAD,192300,259900,0.7398,Two Family,Two Family,0
180323,2018,Bridgeport,156 & 168 BIRMINGHAM ST,117700,190000,0.6194,Single Family,Single Family,0
180797,2018,Meriden,404 SO CURTIS ST,101220,161000,0.628695652,Single Family,Single Family,1
180328,2018,Branford,17 TOTOKET RD,956100,650000,1.4709,Single Family,Single Family,1
180240,2018,Berlin,216 PERCIVAL AVENUE,146800,190000,0.7726,Single Family,Single Family,1
180283,2018,Berlin,10 MAIN STREET UNIT 202,121500,158500,0.7665,Condo,Condo,1
181138,2018,Bridgeport,74 OLIVE ST,76390,90000,0.8487,Two Family,Two Family,1
180131,2018,Berlin,101 WESTVIEW TERRACE,161300,235000,0.686382979,Single Family,Single Family,1
180471,2018,Milford,67 GREER CIR,167270,252000,0.6637,Single Family,Single Family,0
180325,2018,Berlin,7 MCGEE LANE,294800,415000,0.7103,Single Family,Single Family,1
181050,2018,Bridgeport,99 PITT ST,103350,250000,0.4134,Single Family,Single Family,1
1800217,2018,New Milford,7 SUNRISE LN,269640,300000,0.8988,Single Family,Single Family,1
181042,2018,Danbury,6 GOLDEN HILL RD #5,85200,159000,0.5358,Condo,Condo,1
18082,2018,Deep River,3 BELMONT AVE,126910,190000,0.6679,Single Family,Single Family,1
18661,2018,Hartford,45 PLINY ST,51485,13000,3.9603,Two Family,Two Family,1
180579,2018,Fairfield,250 PELL MEADOW ROAD,672700,1084500,0.6202,Single Family,Single Family,1
180573,2018,Bristol,110 SKYRIDGE RD #2,70420,113000,0.6231,Condo,Condo,1
18128,2018,Monroe,104 SENTRY HILL RD,299500,357000,0.8389,Single Family,Single Family,1
180928,2018,Greenwich,1100 EAST PUTNAM AVE,2758980,4673700,0.5903,Nan,Nan,1
180129,2018,Glastonbury,56 QUAIL RUN,372400,517500,0.7196,Single Family,Single Family,0
180947,2018,Danbury,42 PAHQUIOQUE AV,192800,390000,0.494358974,Three Family,Three Family,1
18066,2018,Derby,16 GENERAL WOOSTER RD,232050,247800,0.9364,Single Family,Single Family,1
18048,2018,Burlington,59 PINE HILL ROAD,255360,375000,0.6809,Single Family,Single Family,0
180436,2018,Milford,72 LONDONDERRY LN,211090,323900,0.6517,Single Family,Single Family,0
180485,2018,Meriden,60 BOYLSTON ST NO,131460,238170,0.551958685,Single Family,Single Family,1
180770,2018,Bridgeport,391-393 DOVER ST,78860,52100,1.5136,Two Family,Two Family,1
180348,2018,Griswold,21 BONNIE STREET,99750,183000,0.545,Single Family,Single Family,0
18000022,2018,Brookfield,1 BAYBERRY DR,253460,358000,0.7079,Single Family,Single Family,0
180033,2018,Enfield,23 TILL ST,102320,184000,0.556,Single Family,Single Family,0
180095,2018,East Lyme,14 ROUND ROCK RD,244580,383000,0.6385,Single Family,Single Family,0
180312,2018,Bethel,30A SUNSET HILL ROAD,454510,635000,0.7157,Single Family,Single Family,1
180836,2018,Middletown,1150 SOUTH MAIN ST,8969550,15625000,0.574,Nan,Nan,1
1800358,2018,New Milford,96 LANESVILLE RD,224490,370000,0.6067,Single Family,Single Family,1
180473,2018,New Britain,173 BATTERSON DR,272090,120000,2.2674,Single Family,Single Family,1
180191,2018,New Haven,273 WEST IVY ST,112000,197000,0.5685,Three Family,Three Family,0
18108,2018,Derby,809 BIRMINGHAM CONDO,79870,156000,0.5119,Condo,Condo,1
18190,2018,Farmington,7 YORKSHIRE COURT,124460,552419,0.2252,Condo,Condo,1
180730,2018,Danbury,9 TOPSTONE DR,173400,275000,0.6305,Single Family,Single Family,1
181254,2018,Danbury,2 PRECISION RD,1948800,1550000,1.2572,Nan,Nan,1
180083,2018,East Granby,EAST ST/RUSSELL ROAD,407400,2658290,0.1532,Nan,Nan,1
180776,2018,Bridgeport,51 WATERMAN ST,3280210,12000,273.3508,Nan,Nan,1
180146,2018,Glastonbury,234 PENWOOD XING,400100,920612,0.4346,Single Family,Single Family,0
18009,2018,Haddam,49 SKUNK MISERY RD,175130,246500,0.7104,Single Family,Single Family,0
180472,2018,Bristol,130 MERCIER AVE,130550,167000,0.7817,Single Family,Single Family,1
18353,2018,Hartford,7 LINDEN PL #007B,85470,310000,0.2757,Condo,Condo,1
180004,2018,Cromwell,200 COLES RD,159880,232500,0.6876,Single Family,Single Family,0
180629,2018,Manchester,160 OAK GROVE STREET,137700,185000,0.7443,Two Family,Two Family,1
180208,2018,Ansonia,69 N STATE ST,110200,200000,0.551,Two Family,Two Family,1
180287,2018,Newington,11 SPRUCE ST,106420,188000,0.566,Single Family,Single Family,1
180190,2018,Bethel,1 BERKSHIRE BOULEVARD,24570,53360,0.4604,Nan,Nan,1
180877,2018,Danbury,8 ROUNDHILL DR,285800,481000,0.5941,Single Family,Single Family,1
18117,2018,Monroe,19 OLD COACH RD,212800,325000,0.6547,Single Family,Single Family,1
180230,2018,Bloomfield,175 OLIVER WAY,154980,268000,0.5782,Condo,Condo,1
181097,2018,Danbury,10 MORTON ST,157000,100000,1.57,Single Family,Single Family,1
180434,2018,Danbury,4 TUCKER ST #107,213400,360000,0.5927,Condo,Condo,1
180140,2018,Branford,10 OAK ST,172800,210000,0.822857143,Single Family,Single Family,1
180322,2018,New Haven,300 HUNTINGTON ST,115780,102500,1.1295,Three Family,Three Family,1
180097,2018,Killingworth,45 STEVENS ROAD,273690,422000,0.6485,Single Family,Single Family,1
180904,2018,Meriden,25 BRUCE LA,71750,168000,0.427,Single Family,Single Family,1
180139,2018,Clinton,118 GLENWOOD RD,150900,240000,0.6287,Single Family,Single Family,1
180749,2018,Hamden,48 NORTH LAKE DR U48,87430,177500,0.4925,Condo,Condo,1
181718,2018,Bridgeport,50 BRONX AVE,87270,88500,0.9861,Single Family,Single Family,1
180255,2018,Bridgeport,260-D EDGEMOOR RD,64410,150000,0.4294,Condo,Condo,0
180711,2018,Danbury,21 JEFFERSON AV,162300,305000,0.532131148,Single Family,Single Family,1
180354,2018,East Lyme,3 WINCHESTER DR,235060,365000,0.644,Single Family,Single Family,1
180080,2018,Bristol,66 EMMETT ST LOT 63,10010,20000,0.5005,Single Family,Single Family,0
18258,2018,East Hampton,41 COLCHESTER AVE,125300,169900,0.7374,Single Family,Single Family,1
180042,2018,Bethel,3 SYCAMORE COURT,153860,220000,0.6993,Single Family,Single Family,0
180078,2018,Bloomfield,1079 BLUE HILLS AVE,28210,48500,0.5816,Condo,Condo,1
181021,2018,Danbury,7 WINTHROP,143800,303000,0.474587459,Single Family,Single Family,1
18000001,2018,Brookfield,25 CANTERBURY CT,92090,96301,0.956272521,Condo,Condo,0
180062,2018,Bristol,414 CLARK AVE,3010,255000,0.011803922,Single Family,Single Family,0
180264,2018,Bethel,93 H CHESTNUT STREET,99680,205180,0.4858,Condo,Condo,1
180216,2018,Ansonia,414 N MAIN ST,105500,225000,0.4688,Single Family,Single Family,1
18048,2018,Marlborough,94 JONES HOLLOW RD,210980,287500,0.7338,Single Family,Single Family,1
18052,2018,New Hartford,66 HARRISON ROAD,219380,18000,12.1877,Single Family,Single Family,1
180114,2018,Branford,36 STRATTON WAY,149300,250000,0.5972,Condo,Condo,0
181567,2018,Bridgeport,605 PEMBROKE ST #3,36900,90000,0.41,Condo,Condo,1
180135,2018,Ansonia,3 MACINTOSH LA,83400,149900,0.5563,Condo,Condo,1
18023,2018,Burlington,466 SPIELMAN HIGHWAY,26280,121000,0.2171,Single Family,Single Family,0
180033,2018,Greenwich,47 CARRIGLEA DR,4056780,4700000,0.8631,Single Family,Single Family,0
180512,2018,Fairfield,101 RIDGEDALE ROAD,278460,540000,0.5156,Single Family,Single Family,1
180249,2018,Berlin,95 SOUTH RIDGE LANE UNIT E-204,146200,225000,0.6497,Condo,Condo,1
180461,2018,Meriden,17 KENWOOD RD,124320,195000,0.637538462,Single Family,Single Family,1
180181,2018,Enfield,15 BROOK RD,140330,225000,0.6236,Single Family,Single Family,1
180364,2018,Danbury,2 PILGRIM DR,278500,365000,0.763,Single Family,Single Family,1
181044,2018,Fairfield,144 FEDERAL STREET,325010,520000,0.625,Condo,Condo,1
180946,2018,Bristol,52 IRVING ST UN 1,29190,55000,0.5307,Condo,Condo,1
180084,2018,Bethel,"42, 44, 46 CHESTNUT STREET",548940,315000,1.7426,Single Family,Single Family,0
181179,2018,Danbury,62 E STARRS PLAIN RD,447700,455000,0.983956044,Single Family,Single Family,1
180022,2018,Beacon Falls,29 TWIN OAKS TRAIL,0,494265,0,Condo,Condo,0
180524,2018,Branford,155 IVY ST LOT 45,16600,23500,0.7063,Single Family,Single Family,1
180829,2018,Bristol,140 BATTLE ST,201880,312000,0.647,Single Family,Single Family,1
180009,2018,North Branford,63 WOOD CHASE LANE,311000,450000,0.6911,Single Family,Single Family,0
181124,2018,Bridgeport,#211 BLDG 27 APT 22 SUCCESS VI,3099050,53000,58.47264151,Nan,Nan,1
180044,2018,Glastonbury,2042 NEW LONDON TPKE,396100,17000,23.3,Two Family,Two Family,0
180499,2018,Groton,77 WHITTLE ST,105630,225000,0.469466667,Single Family,Single Family,1
180288,2018,Hamden,420 STILL HILL RD,226870,290000,0.7823,Single Family,Single Family,1
180598,2018,Fairfield,337 RANDOM ROAD,492310,615000,0.8005,Single Family,Single Family,1
18000069,2018,Brookfield,8 STAGE RD,205810,349500,0.5888,Single Family,Single Family,0
1800029,2018,East Haven,25 DAMEN DR,182000,285000,0.6385,Single Family,Single Family,0
180771,2018,Bristol,55 BETHS AVE UN 79,44380,79900,0.5554,Condo,Condo,1
180316,2018,Manchester,45 WEDGEWOOD DR,93200,166000,0.5614,Single Family,Single Family,1
180212,2018,Bloomfield,260 TUNXIS AVE,143110,220000,0.6505,Single Family,Single Family,1
181203,2018,Milford,40 FORD ST,182540,287000,0.636,Single Family,Single Family,1
181191,2018,Danbury,15 JAMES ST,274300,475000,0.5774,Three Family,Three Family,1
18192,2018,East Hartford,41-43 VILLAGE ST.,56410,40000,1.4102,Single Family,Single Family,0
1800550,2018,East Haven,3 MAPLEVALE CT,132780,38000,3.4942,Single Family,Single Family,1
180624,2018,New Britain,871 WEST MAIN ST,82530,65000,1.2696,Single Family,Single Family,1
180332,2018,Glastonbury,113 MARILYN DR,224900,295000,0.7623,Single Family,Single Family,1
180322,2018,Bristol,916-924 MIDDLE ST,308280,600000,0.5138,Nan,Nan,1
180130,2018,Brooklyn,21 BRENN DR,50200,65500,0.7664,Single Family,Single Family,1
180207,2018,Ledyard,180 WHALEHEAD RD,136290,211000,0.6459,Single Family,Single Family,1
18000013,2018,Brookfield,28 SKYLINE DR,229670,360000,0.6379,Single Family,Single Family,0
180791,2018,New Britain,130 COLLINS ST,79800,129900,0.6143,Single Family,Single Family,1
180259,2018,Meriden,261 EVERGREEN LA,158760,230000,0.6902,Single Family,Single Family,1
181342,2018,Bridgeport,206-208 RUTH ST,150300,237000,0.6341,Two Family,Two Family,1
180913,2018,New Britain,88 ROCKY HILL AVE,142380,120000,1.1865,Two Family,Two Family,1
180251,2018,Ledyard,1742-3E ROUTE 12,39970,63000,0.6344,Condo,Condo,1
180230,2018,Cromwell,2 COUNTRY SQUIRE DR,68320,62500,1.09312,Condo,Condo,1
180121,2018,Berlin,LOT 22B4 FRONTAGE ROAD,148400,100000,1.484,Nan,Nan,1
180358,2018,Enfield,171 ABBE RD,164710,252500,0.6523,Single Family,Single Family,1
180169,2018,Meriden,50 SPRING ST,65310,138000,0.47326087,Single Family,Single Family,0
180044,2018,Beacon Falls,74 PENT ROAD,158030,230000,0.687,Single Family,Single Family,1
180020,2018,Morris,153 TODD HILL RD,140170,220000,0.6371,Single Family,Single Family,1
180118,2018,Glastonbury,210 WOODHAVEN RD,294400,429000,0.6862,Single Family,Single Family,0
180951,2018,Manchester,238 KENNEDY RD,186000,300000,0.62,Single Family,Single Family,1
180663,2018,Milford,70 MELBA ST,80640,145000,0.5561,Single Family,Single Family,1
180100,2018,New Fairfield,21 LLOYD,3400,375000,0.009,Single Family,Single Family,1
18116,2018,Haddam,74 PORKORNY RD,108510,117855,0.9207,Single Family,Single Family,1
181610,2018,Bridgeport,24 CLEARVIEW AVE,102840,235000,0.4376,Single Family,Single Family,1
180174,2018,Middletown,234 SOUTH MAIN ST #101,112050,167500,0.6689,Condo,Condo,0
180070,2018,Bristol,59 HILL ST,155260,55000,2.8229,Single Family,Single Family,0
180089,2018,East Lyme,38 HOPE ST  #1104,194950,285000,0.684,Condo,Condo,0
18073,2018,Marlborough,3 MOHAWK TRL,135590,190000,0.7136,Condo,Condo,1
18270,2018,Farmington,9 CARDINAL DR,115260,179900,0.6406,Condo,Condo,1
180079,2018,East Granby,21 POND LANE,183600,320000,0.5737,Single Family,Single Family,1
180152,2018,Hebron,12 RONDALY RD,101750,169900,0.5988,Single Family,Single Family,1
180732,2018,Bristol,46 CONLON ST,131460,235000,0.5594,Three Family,Three Family,1
180036,2018,Middlefield,648 MAIN ST,240200,385000,0.6238,Single Family,Single Family,1
180411,2018,Branford,9 FOURTH AVE,232900,347000,0.6711,Single Family,Single Family,1
180368,2018,Fairfield,30 RENCHY STREET,289380,383500,0.7545,Single Family,Single Family,1
18260,2018,Monroe,9 BRADLEY DR,240600,277740,0.8662,Single Family,Single Family,1
180636,2018,Enfield,24 S RIVER ST,92350,65000,1.4207,Single Family,Single Family,1
180952,2018,Hamden,900 MIX AVE U18,102340,145000,0.7057,Condo,Condo,1
180775,2018,Bridgeport,158 SEAVIEW AVE,120340,110000,1.094,Nan,Nan,1
180292,2018,Glastonbury,12 DUTTON PLACE WAY,128500,185000,0.6945,Condo,Condo,1
180108,2018,Manchester,132 KIMBERLY DRIVE,241900,310000,0.7803,Single Family,Single Family,0
180183,2018,Bristol,25 TIMBER LN,137690,215000,0.6404,Single Family,Single Family,0
180019,2018,Bethel,21 CODFISH HILL ROAD EXT,115220,80000,1.4402,Single Family,Single Family,0
18123,2018,North Haven,15 WEST VIEW RD,246820,368000,0.6707,Single Family,Single Family,1
180823,2018,Bridgeport,364-366 SOUNDVIEW AVE,130310,155000,0.8407,Two Family,Two Family,1
180432,2018,Bristol,150 SUNNYDALE AVE,241710,322905,0.7485,Single Family,Single Family,1
180232,2018,New Haven,28 RAMSDELL ST,103250,165000,0.6257,Single Family,Single Family,1
180598,2018,Branford,9 CREEK CT,100600,123600,0.813915858,Single Family,Single Family,1
1800457,2018,New Milford,5 POLARIS DR,182560,350000,0.5216,Single Family,Single Family,1
180090,2018,Easton,80 CROSSBOW LANE,617870,735000,0.8406,Single Family,Single Family,1
180932,2018,New Haven,675 TOWNSEND AV # 138,133140,155000,0.8589,Condo,Condo,1
181483,2018,Bridgeport,620 FRENCHTOWN RD,158760,220000,0.7216,Single Family,Single Family,1
180195,2018,Meriden,912 OLD COLONY RD,635880,443000,1.435395034,Nan,Nan,0
180835,2018,Greenwich,12 KNOLL STREET,1266440,2350000,0.5389,Single Family,Single Family,1
180246,2018,Bethel,18 DEER RUN 34D,109690,195000,0.5625,Condo,Condo,1
180259,2018,Glastonbury,2789 HEBRON AVE,201100,280000,0.7182,Single Family,Single Family,1
180113,2018,Bethel,70 CHESTNUT STREET,131180,91786,1.4291,Single Family,Single Family,1
180986,2018,Bristol,705 LAKE AVE UN 1,82740,123600,0.6694,Condo,Condo,1
180378,2018,Enfield,26 MATHEWSON AVE,113870,165000,0.6901,Single Family,Single Family,1
180424,2018,Guilford,500 DURHAM RD,110210,526852,0.2091,Single Family,Single Family,1
180435,2018,Berlin,14 SUNMEADOW DRIVE,201500,221650,0.909,Single Family,Single Family,1
180319,2018,Bristol,83 BOARDMAN ST,94150,116000,0.8116,Single Family,Single Family,1
180161,2018,Glastonbury,125 JONATHAN TRL,461800,695000,0.6644,Single Family,Single Family,0
180119,2018,Meriden,19 MILTON DR,128730,192500,0.6687,Single Family,Single Family,0
18000186,2018,Brookfield,4 BIRCH RD,148460,162000,0.9164,Single Family,Single Family,1
180435,2018,Bristol,34 DEWEY AVE,80080,159900,0.5008,Single Family,Single Family,1
18101,2018,Farmington,14 JUNIOR,148020,265905,0.5566,Single Family,Single Family,0
180101,2018,Plainville,39 FARMINGTON AVE D-1,74340,120000,0.6195,Condo,Condo,1
18046,2018,East Hartford,"441 MAIN ST., #809",22230,21000,1.0585,Single Family,Single Family,0
180367,2018,Bristol,158 STEARNS ST,127890,253000,0.5054,Three Family,Three Family,1
1800412,2018,New Milford,19 CARRIAGE DR,174230,220000,0.7919,Single Family,Single Family,1
180027,2018,Hebron,80 WELLSWOOD RD UNIT 15,77270,74100,1.0427,Condo,Condo,0
180034,2018,Bloomfield,14 GARRISON TERR,117740,160000,0.7358,Single Family,Single Family,0
180692,2018,Bristol,20 DUNCAN ST,85400,146200,0.5841,Single Family,Single Family,1
18433,2018,Newtown,12 INDIAN HILL LANE,182840,336600,0.5431,Single Family,Single Family,1
180046,2018,Ledyard,24 VILLAGE DR,113680,144000,0.7894,Single Family,Single Family,0
180295,2018,Meriden,520 SO CURTIS ST,169610,235000,0.7217,Single Family,Single Family,1
1800151,2018,New Milford,167 WILLOW SPRINGS,77070,150000,0.5138,Condo,Condo,0
180286,2018,Branford,14 INDIAN WOODS RD,229000,320000,0.7156,Single Family,Single Family,1
180196,2018,New Haven,32 BURWELL ST,93870,150000,0.6258,Two Family,Two Family,0
18182,2018,North Haven,186 BLUE HILLS RD,237510,305000,0.7787,Single Family,Single Family,1
18001,2018,Columbia,17 WEST STREET,285300,693927,0.4111,Single Family,Single Family,0
180218,2018,Newington,52 AVERY RD,125880,216300,0.5819,Single Family,Single Family,1
180048,2018,Middlebury,377 THREE MILE HILL RD,224200,340000,0.659411765,Single Family,Single Family,1
180238,2018,Ansonia,25 GROVE ST,92400,63000,1.4666,Single Family,Single Family,1
180604,2018,Glastonbury,4 BARRINGTON WAY,230000,385000,0.5974,Single Family,Single Family,1
180417,2018,Bristol,93 EUGENE AVE,129850,196800,0.6598,Single Family,Single Family,1
180912,2018,New Haven,34 READ ST,67270,65000,1.0349,Single Family,Single Family,1
180955,2018,Bridgeport,159 VINCELLETTE ST,113170,190000,0.5956,Single Family,Single Family,1
180130,2018,Manchester,240 BUCKLAND STREET,756100,1250000,0.6048,Nan,Nan,0
180681,2018,Hamden,47 CHESTER ST,95270,98000,0.9721,Single Family,Single Family,1
180054,2018,Bloomfield,12 ALLEN RD,77560,152000,0.5102,Single Family,Single Family,0
181137,2018,Bridgeport,61 COURT D APT 61 BLDG 28 SUCC,1040650,29000,35.88448276,Nan,Nan,1
180327,2018,Bristol,848 MIDDLE ST,124180,97000,1.2802,Single Family,Single Family,1
180180,2018,Branford,154 PHEASANT LA,117700,205000,0.5741,Condo,Condo,1
180923,2018,Bristol,30 CARLSON ST,114310,209000,0.5469,Two Family,Two Family,1
180266,2018,Bridgeport,132 BERSHIRE AVE,95600,172000,0.5558,Two Family,Two Family,0
180019,2018,Bozrah,135 FITCHVILLE RD,88100,138500,0.6361,Single Family,Single Family,1
180576,2018,Milford,49 WILBAR AVE,282610,454000,0.6224,Single Family,Single Family,0
18200,2018,Mansfield,16 WESTWOOD RD,183900,275000,0.6687,Single Family,Single Family,1
181915,2018,Bridgeport,3250 FAIRFIELD AVE UNIT 331,99140,170000,0.583176471,Condo,Condo,1
18022,2018,East Hartford,"509 BURNSIDE AVE., UNIT C2",17050,25000,0.682,Condo,Condo,0
181911,2018,Bridgeport,233 BIRMINGHAM ST,116280,220000,0.5285,Single Family,Single Family,1
180155,2018,Branford,2 WAVERLY PARK RD,195100,200000,0.9755,Single Family,Single Family,1
180202,2018,Coventry,180 WRIGHTS MILL RD,174600,268100,0.6512,Single Family,Single Family,1
180235,2018,Danbury,17 JUNIPER RIDGE DR,208300,225000,0.925777778,Single Family,Single Family,0
180024,2018,Danbury,348 MAIN ST,210200,265000,0.7932,Nan,Nan,0
180034,2018,East Haddam,66 ELI CHAPMAN RD,181690,235000,0.7731,Single Family,Single Family,0
180011,2018,Bloomfield,90 ELLSWORTH DR,80710,167000,0.483293413,Single Family,Single Family,0
180663,2018,Bristol,128 MARTIN RD,115080,142000,0.810422535,Single Family,Single Family,1
180329,2018,Glastonbury,57 AUTUMN LN,377900,540000,0.6998,Condo,Condo,1
180205,2018,Enfield,5 POLK DR,169380,120000,1.4115,Single Family,Single Family,1
180476,2018,Groton,27-29 MORSE AVE,121380,224900,0.5397,Two Family,Two Family,1
180046,2018,East Hampton,33 MATHIEU LANE,159100,210000,0.7576,Single Family,Single Family,0
181747,2018,Bridgeport,776 NORMAN ST,102810,229900,0.447194432,Single Family,Single Family,1
18888,2018,Hartford,103 ASHLEY ST,45255,165000,0.2742,Two Family,Two Family,1
180238,2018,Middletown,57 HARVARD CT,268100,147001,1.823797117,Single Family,Single Family,1
18395,2018,Farmington,9269 BRIDGEHAMPTON CROSSING,169500,185000,0.9162,Nan,Nan,1
181252,2018,Bridgeport,345 GLENDALE AVE UNIT A4,40610,38000,1.0686,Condo,Condo,1
180126,2018,Easton,39 SOUNDVIEW DRIVE,373390,560000,0.6667,Single Family,Single Family,1
180229,2018,New Britain,85 VANCE ST,108430,149000,0.7277,Two Family,Two Family,0
180382,2018,Bridgeport,160 EATON ST,134060,226000,0.5931,Single Family,Single Family,0
180846,2018,Bridgeport,18 NOB HILL CIRCLE UNIT 51,35300,84000,0.420238095,Condo,Condo,1
18109,2018,Monroe,8 JUNIPER CIR,161900,245000,0.6608,Condo,Condo,1
180473,2018,Bridgeport,245-247 NICHOLS ST,141810,231000,0.6138,Four Family,Four Family,0
180201,2018,Coventry,126 BABCOCK HILL RD EXT,162800,272500,0.5974,Single Family,Single Family,1
180963,2018,Bridgeport,53 HENDERSON ST,96870,130000,0.7451,Single Family,Single Family,1
180062,2018,Fairfield,78 SUNSET AVENUE,249480,245000,1.0182,Single Family,Single Family,0
180255,2018,Meriden,4 THE LANDING,54110,90000,0.6012,Condo,Condo,1
180061,2018,Ansonia,23 N SPRING ST,121900,172200,0.7078,Two Family,Two Family,1
181896,2018,Bridgeport,45 ALPINE ST,140140,183000,0.7657,Single Family,Single Family,1
180022,2018,Cornwall,TODD HILL RD,910,13628,0.066774288,Nan,Nan,1
180136,2018,Middlebury,21 THREE MILE HILL RD,139500,262000,0.5324,Single Family,Single Family,1
180063,2018,Glastonbury,19 ADENAS WALK,264300,410000,0.6446,Condo,Condo,0
18174,2018,Mansfield,398 GURLEYVILLE RD,210000,330000,0.6363,Single Family,Single Family,1
180824,2018,Greenwich,120 HENDRIE AVENUE,975660,1675000,0.5824,Single Family,Single Family,1
180083,2018,Greenwich,14 ROOSEVELT AVE,993720,1522500,0.6526,Single Family,Single Family,0
18310,2018,Farmington,69 TUNXIS VILLAGE,177970,255000,0.6979,Condo,Condo,1
180225,2018,Groton,210 BAKER AVE EXT,145460,249485,0.583,Single Family,Single Family,1
180034,2018,Bozrah,112 GAGER RD,109750,210000,0.5226,Single Family,Single Family,1
180020,2018,Ledyard,31 INCHCLIFFE DR,162470,120000,1.3539,Single Family,Single Family,0
180409,2018,Fairfield,27 LALLEY BOULEVARD,976220,1435000,0.6802,Single Family,Single Family,1
180255,2018,Greenwich,6 MORTIMER DR,714490,1050000,0.6804,Single Family,Single Family,1
180698,2018,Fairfield,84 HITCHING POST LANE,380170,567000,0.6704,Single Family,Single Family,1
180841,2018,Bridgeport,125 MOFFITT ST,108540,215000,0.5048,Single Family,Single Family,1
1800765,2018,East Haven,330 SHORT BEACH RD #H8,28460,68000,0.4185,Condo,Condo,1
180493,2018,Bristol,580 WITCHES ROCK RD,115780,145000,0.7984,Single Family,Single Family,1
180104,2018,Ledyard,5 ALBATROSS DR,147770,175000,0.8444,Single Family,Single Family,1
